Frame,Time,C5_pos_X,C6_pos_X,C7_pos_X,C8_pos_X,C5_pos_Y,C6_pos_Y,C7_pos_Y,C8_pos_Y,C5_pos_Z,C6_pos_Z,C7_pos_Z,C8_pos_Z
380,0.910800,1.043629,0.006345,-0.004152,1.033131,-0.007430,-0.201938,-0.028787,0.165722,0.592963,0.021815,-0.018088,0.553060
381,0.913200,1.043684,0.006410,-0.004173,1.033102,-0.006510,-0.202173,-0.029074,0.166589,0.592796,0.022026,-0.018081,0.552688
382,0.915600,1.043740,0.006475,-0.004193,1.033072,-0.005585,-0.202410,-0.029363,0.167462,0.592626,0.022239,-0.018074,0.552313
383,0.918000,1.043796,0.006541,-0.004213,1.033042,-0.004653,-0.202647,-0.029654,0.168340,0.592454,0.022454,-0.018066,0.551934
384,0.920400,1.043853,0.006607,-0.004234,1.033011,-0.003715,-0.202886,-0.029947,0.169223,0.592280,0.022671,-0.018057,0.551552
385,0.922800,1.043909,0.006674,-0.004255,1.032980,-0.002772,-0.203125,-0.030242,0.170112,0.592103,0.022890,-0.018047,0.551165
386,0.925200,1.043966,0.006742,-0.004275,1.032949,-0.001822,-0.203366,-0.030538,0.171006,0.591923,0.023111,-0.018037,0.550775
387,0.927600,1.044022,0.006810,-0.004296,1.032917,-0.000866,-0.203608,-0.030836,0.171906,0.591740,0.023334,-0.018026,0.550381
388,0.930000,1.044079,0.006878,-0.004317,1.032884,0.000096,-0.203851,-0.031136,0.172811,0.591555,0.023559,-0.018014,0.549982
389,0.932400,1.044136,0.006947,-0.004338,1.032851,0.001064,-0.204095,-0.031438,0.173721,0.591366,0.023785,-0.018002,0.549579
390,0.934800,1.044193,0.007017,-0.004359,1.032818,0.002038,-0.204340,-0.031742,0.174637,0.591175,0.024014,-0.017989,0.549172
391,0.937200,1.044251,0.007087,-0.004380,1.032784,0.003019,-0.204587,-0.032047,0.175559,0.590981,0.024244,-0.017975,0.548761
392,0.939600,1.044308,0.007157,-0.004401,1.032750,0.004006,-0.204834,-0.032354,0.176486,0.590783,0.024477,-0.017961,0.548346
393,0.942000,1.044366,0.007229,-0.004423,1.032715,0.005000,-0.205083,-0.032663,0.177419,0.590583,0.024711,-0.017947,0.547925
394,0.944400,1.044424,0.007300,-0.004444,1.032679,0.005999,-0.205333,-0.032974,0.178358,0.590379,0.024946,-0.017932,0.547501
395,0.946800,1.044482,0.007373,-0.004465,1.032644,0.007006,-0.205584,-0.033287,0.179302,0.590172,0.025184,-0.017916,0.547071
396,0.949200,1.044540,0.007446,-0.004487,1.032607,0.008018,-0.205835,-0.033601,0.180253,0.589961,0.025424,-0.017900,0.546638
397,0.951600,1.044598,0.007519,-0.004508,1.032570,0.009038,-0.206088,-0.033917,0.181209,0.589747,0.025665,-0.017883,0.546199
398,0.954000,1.044656,0.007594,-0.004530,1.032533,0.010063,-0.206343,-0.034236,0.182170,0.589530,0.025908,-0.017866,0.545755
399,0.956400,1.044715,0.007668,-0.004551,1.032495,0.011096,-0.206598,-0.034556,0.183138,0.589309,0.026153,-0.017849,0.545307
400,0.958800,1.044773,0.007744,-0.004573,1.032457,0.012135,-0.206854,-0.034878,0.184111,0.589084,0.026400,-0.017831,0.544853
401,0.961200,1.044832,0.007820,-0.004595,1.032418,0.013181,-0.207112,-0.035202,0.185091,0.588856,0.026649,-0.017812,0.544395
402,0.963600,1.044891,0.007897,-0.004617,1.032378,0.014233,-0.207370,-0.035527,0.186076,0.588624,0.026899,-0.017793,0.543931
403,0.966000,1.044950,0.007974,-0.004638,1.032338,0.015292,-0.207630,-0.035855,0.187067,0.588388,0.027151,-0.017774,0.543462
404,0.968400,1.045009,0.008052,-0.004660,1.032297,0.016358,-0.207891,-0.036185,0.188064,0.588148,0.027405,-0.017754,0.542988
405,0.970800,1.045068,0.008131,-0.004682,1.032256,0.017431,-0.208153,-0.036516,0.189068,0.587904,0.027661,-0.017734,0.542508
406,0.973200,1.045128,0.008210,-0.004704,1.032214,0.018511,-0.208416,-0.036850,0.190077,0.587655,0.027918,-0.017714,0.542023
407,0.975600,1.045187,0.008290,-0.004726,1.032171,0.019598,-0.208680,-0.037185,0.191092,0.587403,0.028178,-0.017693,0.541533
408,0.978000,1.045247,0.008370,-0.004748,1.032128,0.020691,-0.208945,-0.037523,0.192114,0.587147,0.028439,-0.017672,0.541036
409,0.980400,1.045306,0.008452,-0.004770,1.032084,0.021792,-0.209212,-0.037862,0.193141,0.586886,0.028702,-0.017650,0.540534
410,0.982800,1.045366,0.008534,-0.004793,1.032040,0.022899,-0.209479,-0.038203,0.194175,0.586621,0.028966,-0.017628,0.540027
411,0.985200,1.045426,0.008616,-0.004815,1.031995,0.024014,-0.209748,-0.038547,0.195215,0.586351,0.029233,-0.017606,0.539513
412,0.987600,1.045486,0.008700,-0.004837,1.031949,0.025136,-0.210017,-0.038892,0.196261,0.586077,0.029501,-0.017583,0.538993
413,0.990000,1.045546,0.008784,-0.004859,1.031903,0.026265,-0.210288,-0.039240,0.197314,0.585799,0.029771,-0.017560,0.538468
414,0.992400,1.045606,0.008869,-0.004882,1.031856,0.027402,-0.210560,-0.039589,0.198373,0.585515,0.030043,-0.017537,0.537936
415,0.994800,1.045666,0.008954,-0.004904,1.031808,0.028545,-0.210833,-0.039940,0.199438,0.585227,0.030316,-0.017513,0.537398
416,0.997200,1.045726,0.009040,-0.004927,1.031759,0.029696,-0.211107,-0.040294,0.200509,0.584934,0.030592,-0.017489,0.536854
417,0.999600,1.045786,0.009127,-0.004949,1.031710,0.030854,-0.211383,-0.040650,0.201587,0.584637,0.030869,-0.017465,0.536303
418,1.002000,1.045847,0.009215,-0.004972,1.031660,0.032020,-0.211659,-0.041007,0.202671,0.584334,0.031148,-0.017440,0.535746
419,1.004400,1.045907,0.009303,-0.004994,1.031609,0.033193,-0.211936,-0.041367,0.203762,0.584026,0.031428,-0.017415,0.535183
420,1.006800,1.045967,0.009392,-0.005017,1.031558,0.034373,-0.212215,-0.041729,0.204859,0.583713,0.031711,-0.017389,0.534613
421,1.009200,1.046028,0.009482,-0.005040,1.031506,0.035561,-0.212494,-0.042093,0.205963,0.583395,0.031996,-0.017364,0.534036
422,1.011600,1.046088,0.009573,-0.005062,1.031453,0.036757,-0.212775,-0.042459,0.207073,0.583072,0.032282,-0.017337,0.533453
423,1.014000,1.046149,0.009664,-0.005085,1.031399,0.037960,-0.213057,-0.042827,0.208190,0.582743,0.032570,-0.017311,0.532862
424,1.016400,1.046209,0.009756,-0.005108,1.031345,0.039170,-0.213340,-0.043197,0.209313,0.582409,0.032860,-0.017284,0.532265
425,1.018800,1.046269,0.009849,-0.005131,1.031289,0.040389,-0.213624,-0.043569,0.210443,0.582069,0.033152,-0.017257,0.531660
426,1.021200,1.046330,0.009943,-0.005154,1.031233,0.041615,-0.213909,-0.043944,0.211580,0.581724,0.033445,-0.017230,0.531049
427,1.023600,1.046390,0.010037,-0.005177,1.031176,0.042849,-0.214195,-0.044320,0.212723,0.581373,0.033741,-0.017202,0.530430
428,1.026000,1.046451,0.010133,-0.005200,1.031118,0.044090,-0.214482,-0.044699,0.213873,0.581016,0.034038,-0.017174,0.529804
429,1.028400,1.046511,0.010229,-0.005223,1.031060,0.045340,-0.214770,-0.045080,0.215030,0.580654,0.034338,-0.017145,0.529171
430,1.030800,1.046572,0.010326,-0.005246,1.031000,0.046597,-0.215060,-0.045463,0.216194,0.580286,0.034639,-0.017116,0.528530
431,1.033200,1.046632,0.010423,-0.005269,1.030940,0.047863,-0.215350,-0.045849,0.217364,0.579911,0.034942,-0.017087,0.527882
432,1.035600,1.046692,0.010522,-0.005292,1.030878,0.049136,-0.215641,-0.046236,0.218541,0.579531,0.035247,-0.017057,0.527226
433,1.038000,1.046752,0.010621,-0.005315,1.030816,0.050417,-0.215934,-0.046626,0.219725,0.579144,0.035555,-0.017027,0.526562
434,1.040400,1.046812,0.010721,-0.005338,1.030753,0.051707,-0.216227,-0.047018,0.220916,0.578751,0.035864,-0.016997,0.525890
435,1.042800,1.046873,0.010822,-0.005362,1.030688,0.053004,-0.216521,-0.047412,0.222114,0.578352,0.036175,-0.016966,0.525211
436,1.045200,1.046933,0.010924,-0.005385,1.030623,0.054310,-0.216817,-0.047808,0.223319,0.577946,0.036488,-0.016935,0.524524
437,1.047600,1.046992,0.011027,-0.005408,1.030557,0.055624,-0.217113,-0.048206,0.224530,0.577534,0.036803,-0.016904,0.523828
438,1.050000,1.047052,0.011131,-0.005431,1.030490,0.056946,-0.217410,-0.048607,0.225749,0.577116,0.037120,-0.016871,0.523124
439,1.052400,1.047112,0.011235,-0.005455,1.030422,0.058276,-0.217709,-0.049010,0.226975,0.576690,0.037439,-0.016839,0.522412
440,1.054800,1.047172,0.011341,-0.005478,1.030353,0.059614,-0.218008,-0.049415,0.228208,0.576258,0.037760,-0.016806,0.521692
441,1.057200,1.047231,0.011447,-0.005502,1.030283,0.060961,-0.218308,-0.049822,0.229448,0.575819,0.038083,-0.016773,0.520963
442,1.059600,1.047290,0.011554,-0.005525,1.030211,0.062317,-0.218609,-0.050232,0.230695,0.575373,0.038408,-0.016739,0.520225
443,1.062000,1.047350,0.011662,-0.005548,1.030139,0.063681,-0.218911,-0.050643,0.231949,0.574920,0.038736,-0.016705,0.519479
444,1.064400,1.047409,0.011771,-0.005572,1.030065,0.065053,-0.219214,-0.051057,0.233210,0.574460,0.039065,-0.016670,0.518724
445,1.066800,1.047467,0.011881,-0.005595,1.029991,0.066434,-0.219518,-0.051473,0.234478,0.573992,0.039396,-0.016635,0.517961
446,1.069200,1.047526,0.011992,-0.005619,1.029915,0.067823,-0.219823,-0.051892,0.235754,0.573517,0.039730,-0.016600,0.517188
447,1.071600,1.047585,0.012104,-0.005642,1.029839,0.069221,-0.220128,-0.052312,0.237037,0.573035,0.040066,-0.016564,0.516406
448,1.074000,1.047643,0.012217,-0.005666,1.029761,0.070628,-0.220435,-0.052735,0.238327,0.572545,0.040403,-0.016527,0.515615
449,1.076400,1.047701,0.012330,-0.005689,1.029681,0.072043,-0.220742,-0.053160,0.239625,0.572048,0.040743,-0.016490,0.514815
450,1.078800,1.047759,0.012445,-0.005713,1.029601,0.073467,-0.221050,-0.053587,0.240930,0.571543,0.041086,-0.016452,0.514005
451,1.081200,1.047817,0.012561,-0.005736,1.029520,0.074900,-0.221358,-0.054016,0.242242,0.571030,0.041430,-0.016414,0.513186
452,1.083600,1.047874,0.012677,-0.005760,1.029437,0.076342,-0.221668,-0.054448,0.243561,0.570509,0.041776,-0.016376,0.512357
453,1.086000,1.047931,0.012795,-0.005784,1.029353,0.077792,-0.221978,-0.054882,0.244888,0.569980,0.042125,-0.016336,0.511519
454,1.088400,1.047988,0.012914,-0.005807,1.029267,0.079252,-0.222289,-0.055318,0.246223,0.569443,0.042476,-0.016297,0.510670
455,1.090800,1.048045,0.013033,-0.005831,1.029181,0.080720,-0.222600,-0.055756,0.247565,0.568897,0.042829,-0.016256,0.509812
456,1.093200,1.048101,0.013154,-0.005854,1.029093,0.082198,-0.222912,-0.056196,0.248914,0.568344,0.043184,-0.016215,0.508944
457,1.095600,1.048157,0.013276,-0.005878,1.029004,0.083684,-0.223225,-0.056638,0.250271,0.567781,0.043542,-0.016174,0.508065
458,1.098000,1.048213,0.013398,-0.005901,1.028913,0.085179,-0.223539,-0.057083,0.251635,0.567211,0.043902,-0.016132,0.507177
459,1.100400,1.048268,0.013522,-0.005925,1.028821,0.086684,-0.223853,-0.057530,0.253007,0.566631,0.044264,-0.016089,0.506278
460,1.102800,1.048323,0.013647,-0.005948,1.028728,0.088198,-0.224167,-0.057979,0.254386,0.566043,0.044629,-0.016046,0.505368
461,1.105200,1.048378,0.013773,-0.005972,1.028634,0.089721,-0.224483,-0.058430,0.255773,0.565446,0.044996,-0.016002,0.504448
462,1.107600,1.048433,0.013900,-0.005995,1.028537,0.091253,-0.224799,-0.058884,0.257168,0.564839,0.045365,-0.015958,0.503517
463,1.110000,1.048487,0.014028,-0.006019,1.028440,0.092794,-0.225115,-0.059339,0.258570,0.564224,0.045736,-0.015913,0.502575
464,1.112400,1.048540,0.014157,-0.006042,1.028341,0.094345,-0.225432,-0.059797,0.259980,0.563599,0.046110,-0.015867,0.501622
465,1.114800,1.048594,0.014288,-0.006065,1.028241,0.095905,-0.225749,-0.060257,0.261397,0.562965,0.046486,-0.015820,0.500658
466,1.117200,1.048646,0.014419,-0.006088,1.028139,0.097474,-0.226067,-0.060719,0.262822,0.562321,0.046864,-0.015773,0.499683
467,1.119600,1.048699,0.014552,-0.006112,1.028035,0.099053,-0.226385,-0.061183,0.264255,0.561668,0.047245,-0.015726,0.498697
468,1.122000,1.048751,0.014686,-0.006135,1.027930,0.100641,-0.226704,-0.061650,0.265695,0.561004,0.047629,-0.015677,0.497699
469,1.124400,1.048802,0.014820,-0.006158,1.027823,0.102239,-0.227023,-0.062118,0.267143,0.560331,0.048014,-0.015628,0.496689
470,1.126800,1.048853,0.014956,-0.006182,1.027715,0.103846,-0.227342,-0.062589,0.268599,0.559648,0.048402,-0.015578,0.495667
471,1.129200,1.048904,0.015094,-0.006205,1.027605,0.105462,-0.227662,-0.063062,0.270063,0.558955,0.048793,-0.015528,0.494634
472,1.131600,1.048953,0.015232,-0.006228,1.027494,0.107088,-0.227982,-0.063537,0.271534,0.558251,0.049186,-0.015476,0.493589
473,1.134000,1.049003,0.015372,-0.006251,1.027380,0.108724,-0.228303,-0.064014,0.273013,0.557537,0.049581,-0.015425,0.492531
474,1.136400,1.049052,0.015513,-0.006274,1.027265,0.110370,-0.228624,-0.064494,0.274500,0.556812,0.049979,-0.015372,0.491462
475,1.138800,1.049100,0.015655,-0.006297,1.027149,0.112025,-0.228944,-0.064975,0.275994,0.556077,0.050379,-0.015319,0.490379
476,1.141200,1.049148,0.015798,-0.006319,1.027030,0.113690,-0.229266,-0.065458,0.277497,0.555331,0.050782,-0.015264,0.489285
477,1.143600,1.049195,0.015943,-0.006342,1.026910,0.115365,-0.229587,-0.065944,0.279007,0.554573,0.051187,-0.015210,0.488177
478,1.146000,1.049242,0.016089,-0.006365,1.026788,0.117049,-0.229908,-0.066432,0.280525,0.553805,0.051594,-0.015154,0.487057
479,1.148400,1.049288,0.016236,-0.006387,1.026665,0.118743,-0.230230,-0.066922,0.282051,0.553025,0.052004,-0.015097,0.485923
480,1.150800,1.049333,0.016384,-0.006410,1.026539,0.120447,-0.230552,-0.067414,0.283585,0.552234,0.052417,-0.015040,0.484777
481,1.153200,1.049377,0.016534,-0.006432,1.026411,0.122160,-0.230874,-0.067908,0.285126,0.551431,0.052832,-0.014982,0.483617
482,1.155600,1.049421,0.016685,-0.006455,1.026282,0.123884,-0.231196,-0.068404,0.286675,0.550617,0.053250,-0.014923,0.482444
483,1.158000,1.049464,0.016837,-0.006477,1.026150,0.125617,-0.231518,-0.068903,0.288232,0.549790,0.053670,-0.014864,0.481257
484,1.160400,1.049507,0.016991,-0.006499,1.026017,0.127361,-0.231840,-0.069403,0.289797,0.548952,0.054092,-0.014803,0.480056
485,1.162800,1.049548,0.017146,-0.006521,1.025882,0.129114,-0.232161,-0.069905,0.291370,0.548101,0.054517,-0.014742,0.478841
486,1.165200,1.049589,0.017302,-0.006543,1.025744,0.130877,-0.232483,-0.070410,0.292950,0.547238,0.054945,-0.014680,0.477613
487,1.167600,1.049629,0.017460,-0.006565,1.025605,0.132650,-0.232805,-0.070917,0.294539,0.546363,0.055375,-0.014617,0.476370
488,1.170000,1.049669,0.017619,-0.006587,1.025463,0.134434,-0.233127,-0.071425,0.296135,0.545474,0.055808,-0.014553,0.475113
489,1.172400,1.049707,0.017779,-0.006608,1.025319,0.136227,-0.233448,-0.071936,0.297739,0.544573,0.056244,-0.014489,0.473841
490,1.174800,1.049745,0.017941,-0.006630,1.025174,0.138030,-0.233769,-0.072448,0.299350,0.543659,0.056682,-0.014423,0.472555
491,1.177200,1.049781,0.018104,-0.006651,1.025026,0.139843,-0.234090,-0.072963,0.300970,0.542732,0.057122,-0.014357,0.471253
492,1.179600,1.049817,0.018269,-0.006672,1.024875,0.141666,-0.234411,-0.073480,0.302597,0.541792,0.057565,-0.014289,0.469937
493,1.182000,1.049852,0.018435,-0.006694,1.024723,0.143499,-0.234732,-0.073999,0.304232,0.540838,0.058011,-0.014221,0.468606
494,1.184400,1.049886,0.018603,-0.006715,1.024568,0.145342,-0.235053,-0.074521,0.305875,0.539871,0.058460,-0.014151,0.467259
495,1.186800,1.049918,0.018772,-0.006735,1.024411,0.147196,-0.235375,-0.075046,0.307525,0.538889,0.058913,-0.014080,0.465897
496,1.189200,1.049950,0.018943,-0.006756,1.024251,0.149059,-0.235698,-0.075574,0.309182,0.537894,0.059368,-0.014008,0.464518
497,1.191600,1.049981,0.019116,-0.006777,1.024088,0.150931,-0.236022,-0.076106,0.310847,0.536885,0.059827,-0.013934,0.463124
498,1.194000,1.050011,0.019290,-0.006797,1.023924,0.152814,-0.236347,-0.076643,0.312519,0.535861,0.060289,-0.013858,0.461714
499,1.196400,1.050039,0.019466,-0.006817,1.023756,0.154706,-0.236674,-0.077183,0.314197,0.534823,0.060755,-0.013781,0.460286
500,1.198800,1.050066,0.019643,-0.006837,1.023586,0.156608,-0.237003,-0.077727,0.315883,0.533769,0.061224,-0.013703,0.458843
501,1.201200,1.050093,0.019823,-0.006857,1.023413,0.158519,-0.237333,-0.078276,0.317576,0.532701,0.061697,-0.013623,0.457382
502,1.203600,1.050118,0.020003,-0.006877,1.023237,0.160438,-0.237665,-0.078829,0.319274,0.531618,0.062173,-0.013541,0.455904
503,1.206000,1.050141,0.020186,-0.006896,1.023059,0.162368,-0.237999,-0.079387,0.320980,0.530519,0.062652,-0.013458,0.454408
504,1.208400,1.050164,0.020371,-0.006915,1.022878,0.164308,-0.238335,-0.079949,0.322693,0.529404,0.063136,-0.013373,0.452895
505,1.210800,1.050185,0.020557,-0.006934,1.022694,0.166256,-0.238672,-0.080516,0.324412,0.528273,0.063623,-0.013286,0.451364
506,1.213200,1.050205,0.020746,-0.006952,1.022507,0.168213,-0.239012,-0.081088,0.326137,0.527127,0.064113,-0.013198,0.449816
507,1.215600,1.050224,0.020936,-0.006970,1.022317,0.170181,-0.239353,-0.081665,0.327869,0.525964,0.064607,-0.013108,0.448248
508,1.218000,1.050241,0.021129,-0.006988,1.022124,0.172157,-0.239696,-0.082247,0.329607,0.524784,0.065105,-0.013016,0.446662
509,1.220400,1.050257,0.021324,-0.007005,1.021928,0.174143,-0.240042,-0.082834,0.331352,0.523587,0.065607,-0.012923,0.445057
510,1.222800,1.050272,0.021520,-0.007022,1.021730,0.176137,-0.240390,-0.083425,0.333102,0.522373,0.066112,-0.012828,0.443434
511,1.225200,1.050285,0.021719,-0.007039,1.021527,0.178142,-0.240740,-0.084022,0.334859,0.521142,0.066620,-0.012732,0.441790
512,1.227600,1.050296,0.021919,-0.007055,1.021322,0.180154,-0.241092,-0.084625,0.336622,0.519893,0.067132,-0.012633,0.440127
513,1.230000,1.050306,0.022122,-0.007070,1.021114,0.182177,-0.241447,-0.085233,0.338390,0.518626,0.067648,-0.012533,0.438444
514,1.232400,1.050315,0.022327,-0.007086,1.020902,0.184207,-0.241803,-0.085846,0.340164,0.517341,0.068167,-0.012432,0.436742
515,1.234800,1.050322,0.022534,-0.007101,1.020687,0.186246,-0.242162,-0.086464,0.341944,0.516037,0.068690,-0.012329,0.435018
516,1.237200,1.050327,0.022743,-0.007115,1.020468,0.188294,-0.242523,-0.087089,0.343728,0.514715,0.069216,-0.012224,0.433274
517,1.239600,1.050330,0.022954,-0.007129,1.020246,0.190351,-0.242886,-0.087717,0.345520,0.513374,0.069746,-0.012118,0.431510
518,1.242000,1.050332,0.023168,-0.007143,1.020021,0.192417,-0.243251,-0.088352,0.347316,0.512013,0.070280,-0.012010,0.429724
519,1.244400,1.050332,0.023384,-0.007156,1.019792,0.194491,-0.243617,-0.088991,0.349117,0.510633,0.070816,-0.011901,0.427917
520,1.246800,1.050330,0.023602,-0.007169,1.019559,0.196573,-0.243987,-0.089637,0.350923,0.509233,0.071356,-0.011789,0.426087
521,1.249200,1.050326,0.023822,-0.007181,1.019323,0.198666,-0.244358,-0.090287,0.352737,0.507813,0.071900,-0.011677,0.424236
522,1.251600,1.050320,0.024044,-0.007193,1.019083,0.200763,-0.244731,-0.090943,0.354551,0.506373,0.072446,-0.011563,0.422364
523,1.254000,1.050312,0.024269,-0.007204,1.018839,0.202873,-0.245105,-0.091604,0.356375,0.504912,0.072996,-0.011447,0.420468
524,1.256400,1.050303,0.024496,-0.007215,1.018592,0.204988,-0.245482,-0.092271,0.358200,0.503429,0.073550,-0.011330,0.418549
525,1.258800,1.050291,0.024725,-0.007225,1.018340,0.207113,-0.245861,-0.092943,0.360031,0.501926,0.074107,-0.011211,0.416608
526,1.261200,1.050277,0.024957,-0.007235,1.018085,0.209246,-0.246242,-0.093620,0.361867,0.500401,0.074667,-0.011091,0.414643
527,1.263600,1.050261,0.025191,-0.007244,1.017826,0.211387,-0.246624,-0.094303,0.363708,0.498855,0.075230,-0.010969,0.412655
528,1.266000,1.050243,0.025428,-0.007252,1.017563,0.213535,-0.247008,-0.094992,0.365551,0.497286,0.075796,-0.010847,0.410643
529,1.268400,1.050223,0.025667,-0.007260,1.017295,0.215692,-0.247395,-0.095686,0.367401,0.495695,0.076366,-0.010721,0.408607
530,1.270800,1.050200,0.025909,-0.007268,1.017024,0.217856,-0.247782,-0.096385,0.369254,0.494081,0.076938,-0.010596,0.406546
531,1.273200,1.050175,0.026152,-0.007275,1.016748,0.220028,-0.248171,-0.097089,0.371110,0.492444,0.077514,-0.010468,0.404462
532,1.275600,1.050148,0.026398,-0.007281,1.016469,0.222207,-0.248561,-0.097798,0.372970,0.490784,0.078093,-0.010339,0.402352
533,1.278000,1.050118,0.026647,-0.007286,1.016184,0.224395,-0.248953,-0.098513,0.374835,0.489101,0.078675,-0.010209,0.400217
534,1.280400,1.050086,0.026899,-0.007292,1.015896,0.226590,-0.249346,-0.099232,0.376703,0.487393,0.079259,-0.010077,0.398057
535,1.282800,1.050051,0.027152,-0.007296,1.015603,0.228790,-0.249740,-0.099957,0.378573,0.485662,0.079846,-0.009945,0.395871
536,1.285200,1.050014,0.027409,-0.007300,1.015305,0.231000,-0.250136,-0.100688,0.380448,0.483906,0.080437,-0.009810,0.393659
537,1.287600,1.049973,0.027668,-0.007303,1.015003,0.233218,-0.250532,-0.101422,0.382328,0.482125,0.081030,-0.009674,0.391420
538,1.290000,1.049931,0.027929,-0.007305,1.014696,0.235441,-0.250929,-0.102162,0.384208,0.480319,0.081626,-0.009537,0.389156
539,1.292400,1.049885,0.028194,-0.007307,1.014385,0.237671,-0.251329,-0.102908,0.386092,0.478488,0.082226,-0.009398,0.386864
540,1.294800,1.049837,0.028460,-0.007309,1.014069,0.239909,-0.251728,-0.103657,0.387979,0.476631,0.082827,-0.009259,0.384546
541,1.297200,1.049786,0.028729,-0.007309,1.013748,0.242151,-0.252129,-0.104413,0.389867,0.474749,0.083431,-0.009118,0.382200
542,1.299600,1.049732,0.029003,-0.007308,1.013422,0.244404,-0.252532,-0.105175,0.391761,0.472840,0.084040,-0.008974,0.379826
543,1.302000,1.049675,0.029277,-0.007307,1.013091,0.246661,-0.252932,-0.105938,0.393655,0.470905,0.084649,-0.008831,0.377426
544,1.304400,1.049615,0.029554,-0.007305,1.012755,0.248924,-0.253335,-0.106708,0.395551,0.468943,0.085261,-0.008685,0.374997
545,1.306800,1.049552,0.029835,-0.007303,1.012414,0.251198,-0.253736,-0.107481,0.397453,0.466954,0.085876,-0.008538,0.372539
546,1.309200,1.049485,0.030119,-0.007299,1.012067,0.253475,-0.254140,-0.108260,0.399355,0.464937,0.086494,-0.008390,0.370053
547,1.311600,1.049416,0.030405,-0.007294,1.011716,0.255757,-0.254544,-0.109044,0.401257,0.462894,0.087114,-0.008240,0.367539
548,1.314000,1.049343,0.030695,-0.007289,1.011359,0.258049,-0.254947,-0.109831,0.403164,0.460821,0.087737,-0.008089,0.364994
549,1.316400,1.049267,0.030986,-0.007283,1.010997,0.260343,-0.255350,-0.110624,0.405070,0.458720,0.088362,-0.007938,0.362420
550,1.318800,1.049187,0.031280,-0.007277,1.010629,0.262644,-0.255752,-0.111418,0.406978,0.456592,0.088989,-0.007785,0.359818
551,1.321200,1.049103,0.031578,-0.007270,1.010256,0.264953,-0.256153,-0.112216,0.408890,0.454433,0.089618,-0.007630,0.357185
552,1.323600,1.049017,0.031878,-0.007261,1.009877,0.267265,-0.256556,-0.113022,0.410799,0.452247,0.090251,-0.007473,0.354523
553,1.326000,1.048927,0.032183,-0.007251,1.009493,0.269584,-0.256958,-0.113830,0.412712,0.450030,0.090885,-0.007316,0.351829
554,1.328400,1.048833,0.032489,-0.007242,1.009102,0.271908,-0.257358,-0.114641,0.414625,0.447783,0.091521,-0.007157,0.349105
555,1.330800,1.048735,0.032797,-0.007231,1.008707,0.274235,-0.257757,-0.115456,0.416536,0.445508,0.092160,-0.006997,0.346351
556,1.333200,1.048633,0.033110,-0.007219,1.008304,0.276571,-0.258157,-0.116276,0.418452,0.443201,0.092802,-0.006834,0.343565
557,1.335600,1.048528,0.033426,-0.007206,1.007896,0.278912,-0.258554,-0.117098,0.420368,0.440863,0.093445,-0.006671,0.340747
558,1.338000,1.048419,0.033745,-0.007191,1.007483,0.281253,-0.258952,-0.117926,0.422279,0.438496,0.094090,-0.006507,0.337899
559,1.340400,1.048306,0.034067,-0.007176,1.007062,0.283605,-0.259345,-0.118753,0.424197,0.436095,0.094736,-0.006342,0.335017
560,1.342800,1.048188,0.034392,-0.007161,1.006636,0.285957,-0.259739,-0.119585,0.426110,0.433665,0.095385,-0.006175,0.332105
561,1.345200,1.048067,0.034722,-0.007142,1.006203,0.288316,-0.260132,-0.120422,0.428026,0.431202,0.096037,-0.006005,0.329159
562,1.347600,1.047941,0.035053,-0.007124,1.005765,0.290678,-0.260521,-0.121260,0.429939,0.428708,0.096689,-0.005836,0.326183
563,1.350000,1.047811,0.035387,-0.007105,1.005319,0.293045,-0.260907,-0.122098,0.431854,0.426180,0.097342,-0.005666,0.323172
564,1.352400,1.047677,0.035725,-0.007085,1.004867,0.295414,-0.261295,-0.122945,0.433764,0.423621,0.098001,-0.005492,0.320129
565,1.354800,1.047538,0.036066,-0.007063,1.004409,0.297788,-0.261677,-0.123790,0.435675,0.421029,0.098658,-0.005319,0.317052
566,1.357200,1.047395,0.036411,-0.007040,1.003944,0.300168,-0.262057,-0.124638,0.437587,0.418403,0.099318,-0.005143,0.313942
567,1.359600,1.047247,0.036759,-0.007016,1.003472,0.302549,-0.262434,-0.125488,0.439495,0.415744,0.099979,-0.004967,0.310799
568,1.362000,1.047094,0.037111,-0.006990,1.002993,0.304937,-0.262809,-0.126341,0.441405,0.413051,0.100643,-0.004788,0.307621
569,1.364400,1.046938,0.037467,-0.006963,1.002508,0.307325,-0.263181,-0.127195,0.443310,0.410324,0.101307,-0.004608,0.304409
570,1.366800,1.046776,0.037825,-0.006936,1.002016,0.309716,-0.263547,-0.128050,0.445214,0.407563,0.101971,-0.004428,0.301163
571,1.369200,1.046609,0.038187,-0.006906,1.001516,0.312110,-0.263914,-0.128910,0.447114,0.404768,0.102640,-0.004245,0.297883
572,1.371600,1.046437,0.038553,-0.006876,1.001009,0.314511,-0.264273,-0.129767,0.449017,0.401936,0.103308,-0.004062,0.294566
573,1.374000,1.046260,0.038922,-0.006844,1.000495,0.316911,-0.264629,-0.130626,0.450914,0.399071,0.103977,-0.003877,0.291216
574,1.376400,1.046078,0.039294,-0.006811,0.999973,0.319314,-0.264981,-0.131486,0.452809,0.396170,0.104648,-0.003691,0.287831
